motif_id	candidate_index	disease_local_id	disease_name	disease_mesh_id	drug_local_id	drug_name	drugbank_id	gene_local_id	gene_symbol	gene_entrez_id	evidence_source	HANAMI_motif_percentile	TriMoGCL_motif_percentile	TriNet_motif_percentile	N2V_MLP_motif_percentile	RF_motif_percentile	supporting_trials
3252	24867	162	Depressive Disorder	D003866	1018	Dehydroepiandrosterone	DB01708	1600	GABRB3	2562	manual_353	12.7618619390	23.9493405276	16.9591469681	25.6836673518	40.0031046591	NCT00001487
3253	43152	191	Bipolar Disorder	D001714	141	clozapine	DB00363	3672	HTR3A	3359	manual_353	23.3307639603	23.8418550874	43.2025094210	34.6623415553	48.8261176773	NCT05603104;NCT00036582;NCT00029458
3254	226	162	Depressive Disorder	D003866	146	mirtazapine	DB00370	17	ADRB1	153	manual_353	21.4347807468	26.9263874615	53.9364936622	30.1513788969	45.2015887290	NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567
3255	17746	162	Depressive Disorder	D003866	677	quetiapine	DB01224	1405	DRD3	1814	manual_353	17.1407159986	32.0224177801	26.3649794450	26.3739722508	37.6909900651	NCT02720198;NCT00388973;NCT00351910;NCT05603104;NCT04521478;NCT00174603;NCT00953108;NCT00681668;NCT00782405;NCT00751504;NCT05973786;NCT00771134;NCT02374567;NCT00232414;NCT00879307
3256	30127	162	Depressive Disorder	D003866	95	venlafaxine	DB00285	2215	SLC6A4	6532	manual_353	17.6151935594	17.7586502227	48.2434052758	40.5862452895	37.8665638917	NCT02263248;NCT00435279;NCT05104918;NCT02086929;NCT01557712;NCT00351910;NCT00043550;NCT00448058;NCT00584974;NCT05603104;NCT00018902;NCT00080158;NCT05973786;NCT00131456;NCT00086190;NCT05724849;NCT02374567;NCT00249483
3257	39030	161	Depressive Disorder, Major	D003865	797	milnacipran	DB04896	3104	SLC6A2	6530	manual_353	23.2211373758	12.3338472079	39.7627612196	26.7512418637	38.4252954779	NCT00225511;NCT02783430
3258	24329	191	Bipolar Disorder	D001714	840	armodafinil	DB06413	1566	SLC6A3	6531	manual_353	19.6479958890	15.2145426516	31.6572456321	20.2794193217	32.6371402878	NCT01305408;NCT01121536;NCT01072929;NCT01072630;NCT00481195
3259	8351	115	Epilepsy	D004827	427	diazepam	DB00829	583	GABRD	2563	manual_353	18.5056954436	27.5179856115	68.9448441247	40.1177629325	65.8415767386	NCT01417078;NCT05361447;NCT00326612;NCT02904265;NCT00004297
3260	17666	162	Depressive Disorder	D003866	229	haloperidol	DB00502	1405	DRD3	1814	manual_353	18.7452894827	22.5586673518	32.4753768414	31.7857142857	38.0716855087	NCT00340379;NCT02374567
3261	45673	191	Bipolar Disorder	D001714	1244	taurine	DB01956	3920		2561	manual_353	25.7823741007	21.4185080507	42.9853973964	40.2857356972	63.2083975677	NCT00217165
3262	45392	112	Seizures	D012640	1091	propofol	DB00818	3903		2566	manual_353	15.5046676944	21.8246831107	39.6721908188	37.9203066119	32.9018927715	NCT00265616
3263	17637	162	Depressive Disorder	D003866	174	pramipexole	DB00413	1405	DRD3	1814	manual_353	22.2736810552	24.4047619048	29.3790681740	35.7939362795	48.2122516273	NCT00086307;NCT05825235;NCT05355337;NCT00025792;NCT07664852
3264	32332	162	Depressive Disorder	D003866	74	ziprasidone	DB00246	2440	ADRA2A	150	manual_353	23.5814919493	32.2903819801	42.3210003426	30.1044878383	40.8975676602	NCT00555997;NCT00633399;NCT00340379;NCT00421954;NCT00483548;NCT02374567
3265	4741	2	Prostatic Neoplasms	D011471	496	aspirin	DB00945	217	TP53	7157	manual_353	42.5888574854	35.4963172319	69.5458633094	44.0142171977	44.6576310380	NCT02420652
3266	45427	112	Seizures	D012640	86	topiramate	DB00273	3908	SCN10A	6336	manual_353	14.5357999315	12.8224563207	24.1424717369	9.8278520041	26.9268156903	NCT00236418;NCT00236704;NCT00266591;NCT00563459;NCT00236756;NCT00113815;NCT00230698;NCT00236743;NCT00236873;NCT00236860;NCT00236691;NCT00236847;NCT00236730;NCT00236886;NCT00231556;NCT00210574;NCT00004776
3267	38825	161	Depressive Disorder, Major	D003865	181	methylphenidate	DB00422	3104	SLC6A2	6530	manual_353	20.7164268585	17.7954779034	36.7465313464	29.2127012676	40.7339842412	NCT00246233;NCT01497548;NCT05474846
3268	29723	162	Depressive Disorder	D003866	922	vortioxetine	DB09068	2205	HTR1A	3350	manual_353	26.0936964714	16.5592882837	18.2718824940	26.6953579993	15.6055155875	NCT05104918;NCT02389816;NCT00672958;NCT00672620;NCT01355081;NCT00707980;NCT00735709;NCT03855865;NCT01179516;NCT01153009;NCT01255787;NCT03053362;NCT01163266;NCT03108625;NCT02871297;NCT01152996;NCT04498897;NCT05014919;NCT01364649;NCT02845349;NCT01491035;NCT03485274;NCT05814640;NCT03598868
3269	27202	161	Depressive Disorder, Major	D003865	363	trimipramine	DB00726	1945	ADRB3	155	manual_353	25.1513788969	42.0467197670	42.2559095581	36.9641786571	52.6807125728	NCT02374567
3270	30188	162	Depressive Disorder	D003866	181	methylphenidate	DB00422	2215	SLC6A4	6532	manual_353	17.4890801644	21.3213001028	52.2475590956	42.8168893457	44.1128168893	NCT00246233;NCT01497548;NCT05474846
3271	24757	115	Epilepsy	D004827	427	diazepam	DB00829	1600	GABRB3	2562	manual_353	15.8875042823	23.5393114080	23.9690390545	23.2806611853	35.2285671463	NCT01417078;NCT05361447;NCT00326612;NCT02904265;NCT00004297
3272	17760	162	Depressive Disorder	D003866	686	aripiprazole	DB01238	1405	DRD3	1814	manual_353	18.4247601918	25.4772610483	27.3950839329	19.9015073655	33.4072028092	NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432
3273	19662	161	Depressive Disorder, Major	D003865	1225	pipamperone	DB09286	1407	DRD4	1815	manual_353	23.0791795135	27.0951096266	56.9081877355	36.1983984241	54.1708418979	NCT01312922;NCT02374567
3274	27862	162	Depressive Disorder	D003866	146	mirtazapine	DB00370	2081	DRD1	1812	manual_353	17.2332134293	21.2514988010	70.3490065091	39.8963686194	53.6010834190	NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567
3275	2956	1	Endometriosis	D004715	430	mifepristone	DB00834	81	NR3C1	2908	manual_353	21.4769612881	35.3836930456	45.1047019527	38.8292223364	56.7858213429	NCT02271958
3276	10109	191	Bipolar Disorder	D001714	922	vortioxetine	DB09068	968	HTR1B	3351	manual_353	24.3683624529	12.0501455978	55.1387461459	52.7650736554	60.7186750600	NCT03598868
3277	30066	162	Depressive Disorder	D003866	27	fluvoxamine	DB00176	2215	SLC6A4	6532	manual_353	18.6300959233	15.4802586502	40.3464371360	34.0743833505	38.3836502227	NCT04160377;NCT02374567
3278	27175	161	Depressive Disorder, Major	D003865	115	amitriptyline	DB00321	1945	ADRB3	155	manual_353	25.8151336074	40.5607656732	38.3952124015	34.3820657760	58.7292309010	NCT02014363;NCT00351910;NCT01049347;NCT02374567
3279	17583	162	Depressive Disorder	D003866	74	ziprasidone	DB00246	1405	DRD3	1814	manual_353	20.3603545735	29.7362110312	28.8450668037	23.4421034601	34.2741521069	NCT00555997;NCT00633399;NCT00340379;NCT00421954;NCT00483548;NCT02374567
3280	43227	161	Depressive Disorder, Major	D003865	677	quetiapine	DB01224	3672	HTR3A	3359	manual_353	22.1854659130	31.0136176773	34.8081534772	28.0417094896	39.9722721823	NCT02720198;NCT00388973;NCT00351910;NCT05603104;NCT04521478;NCT00174603;NCT00953108;NCT00681668;NCT00782405;NCT00751504;NCT05973786;NCT00771134;NCT02374567;NCT00232414;NCT00879307
3281	15304	6	Breast Neoplasms	D001943	293	imatinib	DB00619	1193	KIT	3815	manual_353	12.8162470024	15.1727903392	22.7935508736	9.2803614251	11.1525779376	NCT00193180
3282	46687	191	Bipolar Disorder	D001714	1244	taurine	DB01956	4034	GABRG1	2565	manual_353	25.9997002398	21.4358513189	59.3163326482	49.4694244604	65.1006337787	NCT00217165
3283	36893	6	Breast Neoplasms	D001943	308	pemetrexed	DB00642	2912	TYMS	7298	manual_353	20.9433881466	16.5551130524	53.1361339500	27.1587016101	32.3055841041	NCT00063570;NCT00106002;NCT00034489;NCT00190671;NCT00325234;NCT00191347;NCT00149214;NCT00102219;NCT00065533;NCT00072865;NCT06462092;NCT03267316;NCT06630325
3284	38793	93	Hypertension	D006973	99	atomoxetine	DB00289	3104	SLC6A2	6530	manual_353	25.7059352518	16.1035457348	25.0145597807	15.4905361425	31.0128682768	NCT04905979
3285	15281	6	Breast Neoplasms	D001943	165	sorafenib	DB00398	1193	KIT	3815	manual_353	12.7982613909	19.8741007194	17.5528862624	8.3536742035	28.4301130524	NCT05594095;NCT01194869;NCT00493636;NCT00525161;NCT00634634;NCT00632541;NCT00825734
3286	24271	191	Bipolar Disorder	D001714	701	Lisdexamfetamine	DB01255	1566	SLC6A3	6531	manual_353	21.9069030490	17.7565090785	35.0207690990	21.1050445358	28.0292908530	NCT01131559;NCT01093963
3287	43137	161	Depressive Disorder, Major	D003865	74	ziprasidone	DB00246	3672	HTR3A	3359	manual_353	24.6248715313	29.3360311751	34.7972336417	26.8064833847	48.4542009250	NCT00555997;NCT00633399;NCT00340379;NCT00421954;NCT00483548;NCT02374567
3288	43186	161	Depressive Disorder, Major	D003865	363	trimipramine	DB00726	3672	HTR3A	3359	manual_353	23.1984412470	27.2777492292	41.6927886262	39.4030489894	48.6402663583	NCT02374567
3289	10088	162	Depressive Disorder	D003866	686	aripiprazole	DB01238	968	HTR1B	3351	manual_353	19.9038626242	29.7856714628	45.9016358342	41.5872302158	46.2904676259	NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432
3290	24914	112	Seizures	D012640	1091	propofol	DB00818	1600	GABRB3	2562	manual_353	17.2856714628	22.7479445015	25.0844681398	22.9856115108	34.7991606715	NCT00265616
3291	16118	191	Bipolar Disorder	D001714	1248	tianeptine	DB09289	1281	OPRK1	4986	manual_353	24.0392685851	19.0940818774	46.0934823570	35.8842925659	44.9125342583	NCT00879372
3292	30452	162	Depressive Disorder	D003866	797	milnacipran	DB04896	2215	SLC6A4	6532	manual_353	21.3540596095	13.9519099007	55.6258564577	40.6147225077	46.0956235012	NCT00225511;NCT02783430
3293	16012	162	Depressive Disorder	D003866	163	progesterone	DB00396	1281	OPRK1	4986	manual_353	16.3928143200	22.7179684824	27.9239465570	17.5072798904	26.0744261733	NCT00001481
3294	29450	162	Depressive Disorder	D003866	319	trazodone	DB00656	2205	HTR1A	3350	manual_353	17.2169407331	16.2581363481	18.1879496403	27.7295306612	18.2850505310	NCT04082806;NCT02086929;NCT01524497;NCT02374567
3295	43237	161	Depressive Disorder, Major	D003865	686	aripiprazole	DB01238	3672	HTR3A	3359	manual_353	22.9382922234	25.0156303529	34.3210431655	23.2256337787	36.2362966769	NCT01123707;NCT01111565;NCT01111552;NCT01111539;NCT01655706;NCT01386086;NCT00556140;NCT00276978;NCT00080314;NCT05814640;NCT02374567;NCT00440713;NCT00094432
3296	28207	162	Depressive Disorder	D003866	1225	pipamperone	DB09286	2081	DRD1	1812	manual_353	17.9971736896	23.2115022268	65.9607314149	45.3479359370	56.5460131894	NCT01312922;NCT02374567
3297	30278	162	Depressive Disorder	D003866	319	trazodone	DB00656	2215	SLC6A4	6532	manual_353	18.9793165468	14.4120417951	40.6939448441	38.6866221309	34.5531431997	NCT04082806;NCT02086929;NCT01524497;NCT02374567
3298	22309	2	Prostatic Neoplasms	D011471	196	epirubicin	DB00445	1542	TOP2A	7153	manual_353	29.7678999657	29.9869390202	44.7197242206	37.3271026036	22.0637418637	NCT00218205
3299	43117	112	Seizures	D012640	1091	propofol	DB00818	3668	GABRA5	2558	manual_353	19.5850462487	21.4546933881	31.4555498458	43.0125899281	59.1552115450	NCT00265616
3300	30226	162	Depressive Disorder	D003866	214	duloxetine	DB00476	2215	SLC6A4	6532	manual_353	20.1753597122	13.8803956835	39.9599606029	42.8158187736	38.1291752312	NCT03068247;NCT01145755;NCT00672620;NCT01288079;NCT00811252;NCT01140906;NCT00849901;NCT00849693;NCT00599911;NCT00489775;NCT00635219;NCT00351910;NCT00529789;NCT00321490;NCT00042562;NCT00042575;NCT00331799;NCT00105989;NCT01564862;NCT01153009;NCT01360866;NCT00062673;NCT04476030;NCT02232555;NCT00489073;NCT00366652;NCT00191685;NCT00073411;NCT01309945;NCT01369095;NCT03852160;NCT02443194;NCT05814640;NCT04111627;NCT03038867;NCT01223001;NCT07649291;NCT02374567
3301	36276	191	Bipolar Disorder	D001714	109	Valproic Acid	DB00313	2822	SCN8A	6334	manual_353	16.4980515588	8.4988437821	9.7066632408	4.5807639603	17.3034429599	NCT01674010;NCT02456454
3302	36867	2	Prostatic Neoplasms	D011471	193	gemcitabine	DB00441	2912	TYMS	7298	manual_353	14.7940219253	12.3963686194	48.7472165125	20.9555926687	12.6766443988	NCT00115635;NCT02538432;NCT06630325;NCT02711137
3303	30409	162	Depressive Disorder	D003866	641	escitalopram	DB01175	2215	SLC6A4	6532	manual_353	21.2371531346	16.0587958205	48.4954179514	37.0113908873	37.6666880781	NCT00296933;NCT00668525;NCT05536414;NCT00566202;NCT00108979;NCT00109044;NCT05950061;NCT01123707;NCT04162522;NCT01111565;NCT01111552;NCT01111539;NCT00107120;NCT01655706;NCT01741142;NCT02674529;NCT00822744;NCT00531622;NCT01020799;NCT00351169;NCT00351910;NCT00420004;NCT00239954;NCT00135421;NCT00432614;NCT00406640;NCT00642694;NCT00149825;NCT00488670;NCT01360866;NCT04476030;NCT00415142;NCT00166296;NCT01034995;NCT02191397;NCT00965497;NCT06705478;NCT05603104;NCT01364649;NCT00086307;NCT01219686;NCT00953108;NCT06828887;NCT01368432;NCT01363310;NCT00073411;NCT02469545;NCT01103180;NCT01369095;NCT00837564;NCT00610506;NCT03852160;NCT00080158;NCT00136318;NCT02623231;NCT05973786;NCT03909217;NCT03652870;NCT02153567;NCT00475878;NCT00958633;NCT00148447;NCT02374567;NCT00114374;NCT02407821
3304	32800	6	Breast Neoplasms	D001943	8	Choline	DB00122	2462	BCHE	590	manual_353	17.5984926345	28.5590099349	53.9279290853	53.6587872559	62.9910714286	NCT05076682
3305	38094	162	Depressive Disorder	D003866	124	olanzapine	DB00334	3044	GABRA6	2559	manual_353	23.6799845838	38.8247259335	27.2963771840	38.5528006166	40.8785114765	NCT00035321;NCT00056472;NCT01282632;NCT00568672;NCT01687478;NCT00273624;NCT00490971;NCT05814640;NCT00510146;NCT02374567;NCT00259272;NCT00618748
3306	11686	81	Atherosclerosis	D050197	496	aspirin	DB00945	985	PTGS2	5743	manual_353	17.0467197670	29.4507965057	30.1205464200	36.0461630695	10.2933367592	NCT00776477;NCT05700266;NCT00684203;NCT00004728;NCT00222677;NCT00054938;NCT02770274;NCT02433587;NCT01802775;NCT07658807;NCT02325466;NCT01211925;NCT01776424
3307	36258	191	Bipolar Disorder	D001714	86	topiramate	DB00273	2822	SCN8A	6334	manual_353	15.6736039740	14.9473278520	14.6561322371	4.0054385063	6.7902106886	NCT00037674;NCT00035230;NCT00240721;NCT00035802;NCT00237289
3308	29701	162	Depressive Disorder	D003866	849	vilazodone	DB06684	2205	HTR1A	3350	manual_353	19.8293508051	18.8544878383	19.2212658445	23.0564833847	18.4489551216	NCT02436239;NCT02372799;NCT01742832;NCT01878292;NCT00644358;NCT00683592;NCT00290914;NCT02015546;NCT00285376
3309	30389	162	Depressive Disorder	D003866	627	Nefazodone	DB01149	2215	SLC6A4	6532	manual_353	21.7679427886	12.6839242891	45.2550102775	39.3064833847	41.0397396369	NCT00015210
3310	29731	162	Depressive Disorder	D003866	933	brexpiprazole	DB09128	2205	HTR1A	3350	manual_353	18.3183453237	19.8948698184	17.4640287770	24.0366992121	16.4545863309	NCT04162522;NCT02012218;NCT03487198;NCT03737474;NCT03697603;NCT03538691;NCT01944969;NCT01838681;NCT02013531;NCT01942785;NCT01727726;NCT02212613;NCT01942733;NCT02013609;NCT04569448
3311	24826	112	Seizures	D012640	760	Nitrazepam	DB01595	1600	GABRB3	2562	manual_353	13.8636947585	23.0509164097	26.4435594382	22.3893028434	32.3161827681	NCT00004758
3312	8483	112	Seizures	D012640	1091	propofol	DB00818	583	GABRD	2563	manual_353	19.6368619390	26.9782031518	68.8180883864	47.2434909215	75.3287726961	NCT00265616
3313	24720	112	Seizures	D012640	337	Midazolam	DB00683	1600	GABRB3	2562	manual_353	20.8755138746	25.1573741007	38.2875128469	29.0769527235	47.3348107229	NCT00326612;NCT04926844;NCT07095842;NCT05779657
3314	600	162	Depressive Disorder	D003866	922	vortioxetine	DB09068	17	ADRB1	153	manual_353	29.0690304899	24.3099092155	42.1156646112	34.3940561836	42.2302158273	NCT05104918;NCT02389816;NCT00672958;NCT00672620;NCT01355081;NCT00707980;NCT00735709;NCT03855865;NCT01179516;NCT01153009;NCT01255787;NCT03053362;NCT01163266;NCT03108625;NCT02871297;NCT01152996;NCT04498897;NCT05014919;NCT01364649;NCT02845349;NCT01491035;NCT03485274;NCT05814640;NCT03598868
3315	45754	112	Seizures	D012640	86	topiramate	DB00273	3932	SCN2A	6326	manual_353	11.6566032888	14.5593525180	30.4091726619	10.9922062350	9.4248886605	NCT00236418;NCT00236704;NCT00266591;NCT00563459;NCT00236756;NCT00113815;NCT00230698;NCT00236743;NCT00236873;NCT00236860;NCT00236691;NCT00236847;NCT00236730;NCT00236886;NCT00231556;NCT00210574;NCT00004776
3316	38178	162	Depressive Disorder	D003866	1018	Dehydroepiandrosterone	DB01708	3044	GABRA6	2559	manual_353	18.3902877698	24.6318302501	19.6261562179	44.7173689620	38.3210217540	NCT00001487
3317	29823	162	Depressive Disorder	D003866	1225	pipamperone	DB09286	2205	HTR1A	3350	manual_353	19.6278691333	19.5745546420	26.4690390545	25.9994861254	30.6897696129	NCT01312922;NCT02374567
3318	9995	162	Depressive Disorder	D003866	367	risperidone	DB00734	968	HTR1B	3351	manual_353	17.3165039397	26.7583076396	55.6327081192	40.8385791367	63.2587144570	NCT00095134;NCT00174590;NCT00044681;NCT00174577;NCT00206765;NCT01282632;NCT00640562;NCT02374567
3319	45223	112	Seizures	D012640	337	Midazolam	DB00683	3903		2566	manual_353	18.4425316889	24.0287769784	55.2946214457	46.9186793422	37.8123929428	NCT00326612;NCT04926844;NCT07095842;NCT05779657
3320	32452	162	Depressive Disorder	D003866	319	trazodone	DB00656	2440	ADRA2A	150	manual_353	22.2953066119	23.0716855087	40.5671891059	43.0224391915	48.4120203837	NCT04082806;NCT02086929;NCT01524497;NCT02374567
3321	5033	162	Depressive Disorder	D003866	146	mirtazapine	DB00370	259	HTR2C	3358	manual_353	23.0113052415	20.6781003768	41.7450325454	24.6008907160	17.0876156218	NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567
3322	5300	162	Depressive Disorder	D003866	844	agomelatine	DB06594	259	HTR2C	3358	manual_353	22.0747687564	24.7751798561	30.2811322371	27.2235782802	14.5770169579	NCT00467402;NCT00411099;NCT00463242;NCT01488071;NCT00411242;NCT03852160;NCT02374567
3323	8412	112	Seizures	D012640	760	Nitrazepam	DB01595	583	GABRD	2563	manual_353	15.8301216170	27.7053357314	70.0374700240	42.9074597465	62.4806226447	NCT00004758
3324	44847	191	Bipolar Disorder	D001714	163	progesterone	DB00396	3887	NR3C2	4306	manual_353	28.5183281946	22.2225077081	15.5733984241	5.0062093183	7.2120161014	NCT00206544
3325	30483	162	Depressive Disorder	D003866	849	vilazodone	DB06684	2215	SLC6A4	6532	manual_353	21.5711716341	16.3562007537	41.6947156560	34.7893114080	41.1253854060	NCT02436239;NCT02372799;NCT01742832;NCT01878292;NCT00644358;NCT00683592;NCT00290914;NCT02015546;NCT00285376
3326	16031	162	Depressive Disorder	D003866	259	lamotrigine	DB00555	1281	OPRK1	4986	manual_353	18.6489379925	31.3446385749	35.6791709490	30.8329051045	39.9279504967	NCT00652171;NCT01042496;NCT00074776;NCT00274677;NCT00224510;NCT00056277;NCT00063362;NCT00475137;NCT02374567
3327	5307	162	Depressive Disorder	D003866	922	vortioxetine	DB09068	259	HTR2C	3358	manual_353	30.4678400137	18.9540510449	27.3395212402	29.0572541966	14.0663540596	NCT05104918;NCT02389816;NCT00672958;NCT00672620;NCT01355081;NCT00707980;NCT00735709;NCT03855865;NCT01179516;NCT01153009;NCT01255787;NCT03053362;NCT01163266;NCT03108625;NCT02871297;NCT01152996;NCT04498897;NCT05014919;NCT01364649;NCT02845349;NCT01491035;NCT03485274;NCT05814640;NCT03598868
3328	40592	116	Atrial Fibrillation	D001281	404	perindopril	DB00790	3330	ACE	1636	manual_353	19.6587016101	37.8586416581	51.1731329222	18.5969081877	23.3626670092	NCT00461903
3329	6436	161	Depressive Disorder, Major	D003865	1018	Dehydroepiandrosterone	DB01708	340	ESR2	2100	manual_353	20.6050873587	35.3196728332	54.3371017472	36.8809952038	74.9835131894	NCT00001487
3330	42999	112	Seizures	D012640	337	Midazolam	DB00683	3668	GABRA5	2558	manual_353	23.7058924289	23.5763532032	46.5563977390	50.5965227818	60.9771111682	NCT00326612;NCT04926844;NCT07095842;NCT05779657
3331	748	161	Depressive Disorder, Major	D003865	152	amlodipine	DB00381	23	CACNA1C	775	manual_353	22.5867163412	20.7870846180	31.0761390887	18.6939020212	36.4347807468	NCT01557153
3332	23922	162	Depressive Disorder	D003866	146	mirtazapine	DB00370	1566	SLC6A3	6531	manual_353	21.3108084961	20.3881894484	30.7010106201	17.8871188763	31.3001027749	NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567
3333	43072	112	Seizures	D012640	760	Nitrazepam	DB01595	3668	GABRA5	2558	manual_353	15.8883607400	21.4516957862	33.7746231586	40.1732185680	52.3859840699	NCT00004758
3334	29679	162	Depressive Disorder	D003866	813	cariprazine	DB06016	2205	HTR1A	3350	manual_353	20.6008050702	21.8353888318	23.6735611511	34.0221394313	22.0352646454	NCT01838876;NCT01469377;NCT03738215;NCT03739203;NCT01715805;NCT00852202;NCT01396447;NCT02670551;NCT04777357;NCT02670538;NCT03573297
3335	22176	2	Prostatic Neoplasms	D011471	619	carvedilol	DB01136	1540	VEGFA	7422	manual_353	21.4566204180	21.2846865365	62.1302243919	26.8902021240	49.9448655361	NCT02944201
3336	29572	162	Depressive Disorder	D003866	627	Nefazodone	DB01149	2205	HTR1A	3350	manual_353	20.7624614594	14.6702637890	21.8383864337	26.0457348407	19.7625471052	NCT00015210
3337	5124	162	Depressive Disorder	D003866	319	trazodone	DB00656	259	HTR2C	3358	manual_353	21.3791109969	19.4199640288	25.1961288112	29.5081791709	22.3581491949	NCT04082806;NCT02086929;NCT01524497;NCT02374567
3338	32715	162	Depressive Disorder	D003866	1225	pipamperone	DB09286	2440	ADRA2A	150	manual_353	25.4984583762	27.7293165468	51.4895940391	40.7356971566	44.0355215827	NCT01312922;NCT02374567
3339	9940	162	Depressive Disorder	D003866	174	pramipexole	DB00413	968	HTR1B	3351	manual_353	24.4899794450	28.1988694758	53.0196557040	60.5661185337	74.2562735526	NCT00086307;NCT05825235;NCT05355337;NCT00025792;NCT07664852
3340	27217	161	Depressive Disorder, Major	D003865	506	pindolol	DB00960	1945	ADRB3	155	manual_353	24.6120246660	28.8016015759	40.2034087016	27.6712915382	45.2364893799	NCT00931775
3341	36254	112	Seizures	D012640	86	topiramate	DB00273	2822	SCN8A	6334	manual_353	13.0819630010	16.5125042823	17.3334189791	4.8676772867	8.1588300788	NCT00236418;NCT00236704;NCT00266591;NCT00563459;NCT00236756;NCT00113815;NCT00230698;NCT00236743;NCT00236873;NCT00236860;NCT00236691;NCT00236847;NCT00236730;NCT00236886;NCT00231556;NCT00210574;NCT00004776
3342	3474	2	Prostatic Neoplasms	D011471	680	paclitaxel	DB01229	119	BCL2	596	manual_353	12.9751199041	21.0091212744	20.9834275437	16.2654162384	8.3425402535	NCT00003614;NCT00084565;NCT00193193;NCT00003394;NCT00004054;NCT00030654;NCT00003084;NCT00003622;NCT00003717;NCT00005028;NCT00049257;NCT00028769;NCT00005847;NCT01558492;NCT00151060;NCT00016913;NCT04644068;NCT02711137
3343	17616	162	Depressive Disorder	D003866	146	mirtazapine	DB00370	1405	DRD3	1814	manual_353	21.6114251456	22.7083333333	34.4587187393	28.2922233642	30.8942488866	NCT06309472;NCT02646449;NCT02185131;NCT03852160;NCT00782405;NCT00080158;NCT00322309;NCT00249444;NCT02650544;NCT02374567
3344	15390	6	Breast Neoplasms	D001943	843	pazopanib	DB06589	1193	KIT	3815	manual_353	14.7062350120	21.9555070230	21.8538026721	10.1321085988	25.6240364851	NCT01466972;NCT00558103;NCT01392352
3345	10081	162	Depressive Disorder	D003866	677	quetiapine	DB01224	968	HTR1B	3351	manual_353	19.0525436793	37.4582476876	48.6859797876	49.5799075026	58.0680455635	NCT02720198;NCT00388973;NCT00351910;NCT05603104;NCT04521478;NCT00174603;NCT00953108;NCT00681668;NCT00782405;NCT00751504;NCT05973786;NCT00771134;NCT02374567;NCT00232414;NCT00879307
3346	36293	191	Bipolar Disorder	D001714	263	carbamazepine	DB00564	2822	SCN8A	6334	manual_353	18.8193730730	13.5528006166	12.4079307982	7.6126241864	17.7618619390	NCT00266630
3347	30534	162	Depressive Disorder	D003866	922	vortioxetine	DB09068	2215	SLC6A4	6532	manual_353	27.0319458719	14.1897910243	41.1656389174	36.2482870846	37.2857785200	NCT05104918;NCT02389816;NCT00672958;NCT00672620;NCT01355081;NCT00707980;NCT00735709;NCT03855865;NCT01179516;NCT01153009;NCT01255787;NCT03053362;NCT01163266;NCT03108625;NCT02871297;NCT01152996;NCT04498897;NCT05014919;NCT01364649;NCT02845349;NCT01491035;NCT03485274;NCT05814640;NCT03598868
3348	29710	162	Depressive Disorder	D003866	876	lurasidone	DB08815	2205	HTR1A	3350	manual_353	18.4391058582	18.3485354573	19.0677458034	19.7895255224	24.2963129496	NCT01423253;NCT01421134;NCT00868699;NCT00868959;NCT01284517;NCT02046369
3349	30514	162	Depressive Disorder	D003866	906	Levomilnacipran	DB08918	2215	SLC6A4	6532	manual_353	22.5556697499	17.2092326139	56.1720623501	48.7504282288	43.3180241521	NCT02431806;NCT02720198
3350	36304	191	Bipolar Disorder	D001714	371	riluzole	DB00740	2822	SCN8A	6334	manual_353	24.3728588558	11.9758478931	12.9729787598	17.8684909215	21.5626070572	NCT00805493;NCT00054704;NCT00376220
3351	44887	94	Heart Failure	D006333	297	testosterone	DB00624	3887	NR3C2	4306	manual_353	15.5534857828	22.5301901336	16.6257708119	14.5101062008	9.8291366906	NCT01469988;NCT00957034
3352	32576	162	Depressive Disorder	D003866	627	Nefazodone	DB01149	2440	ADRA2A	150	manual_353	25.5900993491	21.0116906475	46.4215056526	43.6881209318	42.8830507023	NCT00015210
3353	6338	161	Depressive Disorder, Major	D003865	400	estradiol	DB00783	340	ESR2	2100	manual_353	22.3856628983	36.0778520041	59.8845923261	37.3758136348	72.9272653306	NCT00001481;NCT01126801;NCT01308814;NCT03689543
3354	24721	115	Epilepsy	D004827	337	Midazolam	DB00683	1600	GABRB3	2562	manual_353	22.2726104830	28.6031175060	28.2264902364	27.9432168551	45.9896368619	NCT02325583;NCT07095842;NCT00326612
