clinical_set_index,validation_pair_id,evidence_subset,evidence_review_status,condition_group,disease_local_id,disease_label,disease_cui,disease_mesh_id,drug_local_id,drug_global_id,drugbank_id,drug_name,gene_intermediaries,gene_symbols,gene_entrez_ids,candidate_indices,n_gene_bridges,hanami_median_top_percent,hanami_q1_top_percent,hanami_q3_top_percent,hard_clique_positive_seeds,ms_drug_disease_edge_present,has_exact_raw_drug_disease_bridge,hierarchy_specificity_flag,condition_match_kind,n_phase2_3_trials,phase2_3_phases,nct_ids,source_urls,example_trial_title,evidence_notes,source_table
33,7a0221a906093ebce243,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,876,1570,DB08815,lurasidone,DRD2|1813|pool:18979; HTR2A|3356|pool:23391; HTR1A|3350|pool:29709,DRD2; HTR2A; HTR1A,1813; 3356; 3350,18979;23391;29709,3,4.101361767728674,3.383543165467626,10.60080507022953,10,False,False,True,broader_narrower_depressive_spectrum,6,PHASE3,NCT00868699;NCT00868959;NCT01284517;NCT01421134;NCT01423253;NCT02046369,https://clinicaltrials.gov/study/NCT00868699;https://clinicaltrials.gov/study/NCT00868959;https://clinicaltrials.gov/study/NCT01284517;https://clinicaltrials.gov/study/NCT01421134;https://clinicaltrials.gov/study/NCT01423253;https://clinicaltrials.gov/study/NCT02046369,Lurasidone - A 6-week Study of Patients With Bipolar I Depression (Monotherapy),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
34,3d07ac8eeeabb2c0ccb4,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,490,1184,DB00934,maprotiline,DRD2|1813|pool:18496; HTR2A|3356|pool:23056; CHRM3|1131|pool:21563; ADRA1A|148|pool:44560; HTR2C|3358|pool:5174; SLC6A2|6530|pool:38915,DRD2; HTR2A; CHRM3; ADRA1A; HTR2C; SLC6A2,1813; 3356; 1131; 148; 3358; 6530,18496;23056;21563;44560;5174;38915,6,3.4322541966426856,2.5120974648852346,7.685637204522097,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
35,0e5473be480f07bb6f98,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,1061,1755,DB01043,memantine,DRD2|1813|pool:19047; HTR3A|3359|pool:43263,DRD2; HTR3A,1813; 3359,19047;43263,2,6.531560465912984,3.409772182254197,8.483748715313464,10,False,False,True,broader_narrower_depressive_spectrum,2,PHASE2|PHASE3;PHASE3,NCT01876823;NCT02374567,https://clinicaltrials.gov/study/NCT01876823;https://clinicaltrials.gov/study/NCT02374567,Memantine Plus Es-citalopram in Elderly Depressed Patients With Cognitive Impairment,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
36,e14b783b64d36df5b0a2,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,181,875,DB00422,methylphenidate,SLC6A4|6532|pool:30187; SLC6A2|6530|pool:38825,SLC6A4; SLC6A2,6532; 6530,30187;38825,2,12.614551216169922,9.762547105173004,13.835003425830765,10,False,False,True,broader_narrower_depressive_spectrum,3,PHASE2|PHASE3;PHASE3,NCT00246233;NCT01497548;NCT05474846,https://clinicaltrials.gov/study/NCT00246233;https://clinicaltrials.gov/study/NCT01497548;https://clinicaltrials.gov/study/NCT05474846,CONCERTA® (Methylphenidate Hydrochloride) as add-on Therapy in the Treatment of Adult Major Depressive Disorder.,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
37,b635fb093604c761c4f5,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,430,1124,DB00834,mifepristone,NR3C1|2908|pool:2963,NR3C1,2908,2963,1,9.32575368276807,7.25473192874272,14.689319972593353,10,False,False,True,broader_narrower_depressive_spectrum,8,PHASE2;PHASE2|PHASE3;PHASE3,NCT00128479;NCT00128505;NCT00130676;NCT00146523;NCT00208156;NCT00637494;NCT00725270;NCT05217758,https://clinicaltrials.gov/study/NCT00128479;https://clinicaltrials.gov/study/NCT00128505;https://clinicaltrials.gov/study/NCT00130676;https://clinicaltrials.gov/study/NCT00146523;https://clinicaltrials.gov/study/NCT00208156;https://clinicaltrials.gov/study/NCT00637494;https://clinicaltrials.gov/study/NCT00725270;https://clinicaltrials.gov/study/NCT05217758,A United States Study of the Safety and Tolerability of Corlux for Psychotic Symptoms in Psychotic Major Depression,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
38,78bbadaf1947b489d29d,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,797,1491,DB04896,milnacipran,SLC6A4|6532|pool:30451; SLC6A2|6530|pool:39030,SLC6A4; SLC6A2,6532; 6530,30451;39030,2,12.345837615621788,10.74747344981158,13.66371188763275,10,False,False,True,broader_narrower_depressive_spectrum,2,PHASE2|PHASE3;PHASE3,NCT00225511;NCT02783430,https://clinicaltrials.gov/study/NCT00225511;https://clinicaltrials.gov/study/NCT02783430,Study Evaluating Effexor XR for Major Depression.,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
39,b332e9a99eeff43c7a5b,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,547,1241,DB01017,minocycline,VEGFA|7422|pool:22114,VEGFA,7422,22114,1,46.422147995889006,23.245332305584103,53.716491092840016,9,False,False,True,broader_narrower_depressive_spectrum,7,PHASE2;PHASE3,NCT01403662;NCT01429272;NCT01809340;NCT02456948;NCT02703363;NCT03947827;NCT06207760,https://clinicaltrials.gov/study/NCT01403662;https://clinicaltrials.gov/study/NCT01429272;https://clinicaltrials.gov/study/NCT01809340;https://clinicaltrials.gov/study/NCT02456948;https://clinicaltrials.gov/study/NCT02703363;https://clinicaltrials.gov/study/NCT03947827;https://clinicaltrials.gov/study/NCT06207760,Evaluating the Efficacy of Adjunctive Minocycline for the Treatment of Bipolar Depression,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
40,f1cb5a928102e530f5c6,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,638,1332,DB01171,moclobemide,MAOB|4129|pool:41069; MAOA|4128|pool:37230,MAOB; MAOA,4129; 4128,41069;37230,2,18.09159815005139,14.208097807468311,24.884378211716346,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
41,f6dc800836086cec4df8,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,1071,1765,DB00699,nicergoline,ADRA1A|148|pool:44688,ADRA1A,148,44688,1,10.904847550531002,7.826417437478589,14.865429085303186,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
42,bcff103b4df786da6db1,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,245,939,DB00540,nortriptyline,DRD2|1813|pool:18208; CHRM3|1131|pool:21378; HTR2A|3356|pool:22811; HTR1A|3350|pool:29417; SLC6A4|6532|pool:30247; SLC6A2|6530|pool:38858; ADRA1A|148|pool:44462; HTR2C|3358|pool:5095; ADRB3|155|pool:27188,DRD2; CHRM3; HTR2A; HTR1A; SLC6A4; SLC6A2; ADRA1A; HTR2C; ADRB3,1813; 1131; 3356; 3350; 6532; 6530; 148; 3358; 155,18208;21378;22811;29417;30247;38858;44462;5095;27188,9,3.8583418979102433,2.3461587872559093,8.562435765673175,10,False,False,True,broader_narrower_depressive_spectrum,3,PHASE2;PHASE3,NCT00062738;NCT02374567;NCT03652870,https://clinicaltrials.gov/study/NCT00062738;https://clinicaltrials.gov/study/NCT02374567;https://clinicaltrials.gov/study/NCT03652870,Treatment of Depression in Parkinson's Disease Trial,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
43,f447047db01b3a25da73,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,707,1401,DB01267,paliperidone,DRD2|1813|pool:18763; HTR2A|3356|pool:23236; HTR1A|3350|pool:29620; ADRA1A|148|pool:44617; DRD3|1814|pool:17770; HTR2C|3358|pool:5266; DRD4|1815|pool:19606; CYP2D6|1565|pool:40254,DRD2; HTR2A; HTR1A; ADRA1A; DRD3; HTR2C; DRD4; CYP2D6,1813; 3356; 3350; 148; 1814; 3358; 1815; 1565,18763;23236;29620;44617;17770;5266;19606;40254,8,3.874400479616307,2.56723192874272,8.377226789996575,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
44,67eb15d34fa22a4a2009,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,111,805,DB00316,paracetamol,PTGS2|5743|pool:10482,PTGS2,5743,10482,1,5.249015073655361,3.664568345323741,11.718482356971563,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT04028596,https://clinicaltrials.gov/study/NCT04028596,Measuring Blood Flow in the Brain After Epileptic Activity,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
45,06e9060af6e0cff9b5a0,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,415,1109,DB00806,pentoxifylline,TNF|7124|pool:13894,TNF,7124,13894,1,5.777877697841726,1.9264945186707776,11.740964371360056,10,False,False,True,broader_narrower_depressive_spectrum,2,PHASE1|PHASE2;PHASE2,NCT01625845;NCT05324735,https://clinicaltrials.gov/study/NCT01625845;https://clinicaltrials.gov/study/NCT05324735,Anti-INFLammatory to Address Mood and Endothelial Dysfunction (INFLAMED),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
46,2c6b4045475473a18bff,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,442,1136,DB00850,perphenazine,DRD2|1813|pool:18425; HTR2A|3356|pool:23003; HTR2C|3358|pool:5167,DRD2; HTR2A; HTR2C,1813; 3356; 3358,18425;23003;5167,3,4.169878383007879,2.761540767386091,7.966662384378212,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
47,093bcf7bdcf4cd7dcbcd,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,595,1289,DB01100,pimozide,DRD2|1813|pool:18586; HTR2A|3356|pool:23110; HTR1A|3350|pool:29556; DRD3|1814|pool:17722,DRD2; HTR2A; HTR1A; DRD3,1813; 3356; 3350; 1814,18586;23110;29556;17722,4,6.691075710859884,1.820507879410757,7.674931483384721,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
48,4a267c12052c7a16d5bb,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,506,1200,DB00960,pindolol,HTR2A|3356|pool:23069; HTR1A|3350|pool:29523; HTR1B|3351|pool:10040; ADRB3|155|pool:27217,HTR2A; HTR1A; HTR1B; ADRB3,3356; 3350; 3351; 155,23069;29523;10040;27217,4,6.154719081877355,4.865750256937307,7.960774237752656,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT00931775,https://clinicaltrials.gov/study/NCT00931775,Citalopram Versus Citalopram Plus Pindolol in Major Depressive Disorder,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
49,077db9e6fdc18b2ec2e0,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,617,1311,DB01132,pioglitazone,MAOB|4129|pool:41039,MAOB,4129,41039,1,18.711459403905447,15.878725590955806,21.360054813292223,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT00671515,https://clinicaltrials.gov/study/NCT00671515,Pioglitazone for the Treatment of Major Depressive Disorder Comorbid With Metabolic Syndrome,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
50,c7abb247b3149a307887,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,1225,1919,DB09286,pipamperone,DRD2|1813|pool:19269; HTR2A|3356|pool:23613; ADRA1A|148|pool:44710; HTR1A|3350|pool:29822; DRD3|1814|pool:17862,DRD2; HTR2A; ADRA1A; HTR1A; DRD3,1813; 3356; 148; 3350; 1814,19269;23613;44710;29822;17862,5,5.131252141144227,3.840142171976704,8.796355772524837,10,False,False,True,broader_narrower_depressive_spectrum,2,PHASE3,NCT01312922;NCT02374567,https://clinicaltrials.gov/study/NCT01312922;https://clinicaltrials.gov/study/NCT02374567,Pipamperone/Citalopram (PNB01) Versus Citalopram (CIT) and Versus Pipamperone (PIP) in Major Depressive Disorder (MDD),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
51,0adc31c77a98c8e6ab55,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,174,868,DB00413,pramipexole,DRD2|1813|pool:18081; HTR2A|3356|pool:22723; HTR1A|3350|pool:29384; HTR2C|3358|pool:5046; DRD3|1814|pool:17636; HTR1B|3351|pool:9939; DRD4|1815|pool:19467,DRD2; HTR2A; HTR1A; HTR2C; DRD3; HTR1B; DRD4,1813; 3356; 3350; 3358; 1814; 3351; 1815,18081;22723;29384;5046;17636;9939;19467,7,6.059438163754711,3.1035885577252484,8.625064234326825,10,False,False,True,broader_narrower_depressive_spectrum,3,PHASE2;PHASE3,NCT00086307;NCT05355337;NCT05825235,https://clinicaltrials.gov/study/NCT00086307;https://clinicaltrials.gov/study/NCT05355337;https://clinicaltrials.gov/study/NCT05825235,Lexapro and Pramipexole and to Treat Major Depression,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
52,18569199381a51cc1f5c,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,62,756,DB00230,pregabalin,CACNA1C|775|pool:719,CACNA1C,775,719,1,16.630267214799588,12.27464457005824,19.841448269955464,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
53,5f7141be46b072a5d3de,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,163,857,DB00396,progesterone,NR3C1|2908|pool:2783; 4306|4306|pool:44845,NR3C1; 4306,2908; 4306,2783;44845,2,8.507836587872559,5.421377183967112,13.222636176772868,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT00001481,https://clinicaltrials.gov/study/NCT00001481,The Role of Hormones in Postpartum Mood Disorders,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
54,689eb24922280923d143,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,579,1273,DB01069,promethazine,DRD2|1813|pool:18568; HTR2A|3356|pool:23097; CHRM3|1131|pool:21618; ADRA1A|148|pool:44576,DRD2; HTR2A; CHRM3; ADRA1A,1813; 3356; 1131; 148,18568;23097;21618;44576,4,4.569201781431998,2.462851147653306,7.427094039054471,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
55,a0582e56872aa1f4641e,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,161,"Depressive Disorder, Major",,D003865,677,1371,DB01224,quetiapine,DRD2|1813|pool:18675; CHRM3|1131|pool:21660; HTR2A|3356|pool:23189; HTR1A|3350|pool:29606; ADRA1A|148|pool:44609; DRD3|1814|pool:17745; HTR2C|3358|pool:5240; SLC6A2|6530|pool:38990; HTR1B|3351|pool:10080; HTR3A|3359|pool:43227,DRD2; CHRM3; HTR2A; HTR1A; ADRA1A; DRD3; HTR2C; SLC6A2; HTR1B; HTR3A,1813; 1131; 3356; 3350; 148; 1814; 3358; 6530; 3351; 3359,18675;21660;23189;29606;44609;17745;5240;38990;10080;43227,10,4.037127440904419,2.088150907845153,8.223064405618363,10,False,False,True,broader_narrower_depressive_spectrum,11,PHASE2;PHASE3,NCT00174603;NCT00351910;NCT00388973;NCT00681668;NCT00751504;NCT00953108;NCT02374567;NCT02720198;NCT04521478;NCT05603104;NCT05973786,https://clinicaltrials.gov/study/NCT00174603;https://clinicaltrials.gov/study/NCT00351910;https://clinicaltrials.gov/study/NCT00388973;https://clinicaltrials.gov/study/NCT00681668;https://clinicaltrials.gov/study/NCT00751504;https://clinicaltrials.gov/study/NCT00953108;https://clinicaltrials.gov/study/NCT02374567;https://clinicaltrials.gov/study/NCT02720198;https://clinicaltrials.gov/study/NCT04521478;https://clinicaltrials.gov/study/NCT05603104;https://clinicaltrials.gov/study/NCT05973786,Treatment of Depression With Quetiapine,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
